name,translation,zip_code,state_name,state_abbreviation,city,latitude,longitude
Saint Mary's University of Minnesota,明尼苏达圣玛丽大学,55987-1399,Minnesota,MN,Winona,44.045322,-91.696652
St Olaf College,圣奥拉夫学院,55057-1098,Minnesota,MN,Northfield,44.462884,-93.183633
Crown College,皇冠学院,55375-9001,Minnesota,MN,Saint Bonifacius,44.885372,-93.743015
The College of Saint Scholastica,圣Scholastica学院,55811-4199,Minnesota,MN,Duluth,46.81544,-92.105738
University of St Thomas,圣托马斯大学,55105-1078,Minnesota,MN,Saint Paul,44.941662,-93.189422
St Catherine University,圣凯瑟琳大学,55105,Minnesota,MN,Saint Paul,44.924542,-93.181925
Southwest Minnesota State University,西南明尼苏达州立大学,56258-5468,Minnesota,MN,Marshall,44.455023,-95.75983
United Theological Seminary of the Twin Cities,双城联合神学院,55112-2598,Minnesota,MN,New Brighton,45.057139,-93.224977
Dunwoody College of Technology,技术学院的Dunwoody,55403-1192,Minnesota,MN,Minneapolis,44.973081,-93.290069
Winona State University,威诺纳州立大学,55987-5838,Minnesota,MN,Winona,44.046572,-91.64447
William Mitchell College of Law,律师威廉·米切尔学院,55105-3076,Minnesota,MN,Saint Paul,44.942092,-93.137709
Alcorn State University,奥尔康州立大学,39096-7500,Mississippi,MS,Alcorn State,31.877216,-91.142854
Belhaven University,贝尔黑文大学,39202,Mississippi,MS,Jackson,32.318415,-90.169228
Blue Mountain College,蓝山学院,38610-9509,Mississippi,MS,Blue Mountain,34.67209,-89.02924
Delta State University,三角洲州立大学,38733,Mississippi,MS,Cleveland,33.743896,-90.734378
Jackson State University,杰克逊州立大学,39217,Mississippi,MS,Jackson,32.296781,-90.20663
Millsaps College,米尔萨普斯学院,39210-0001,Mississippi,MS,Jackson,32.3231,-90.178084
University of Mississippi,密西西比大学,38677-1848,Mississippi,MS,University,34.362144,-89.539377
University of Mississippi Medical Center,密西西比大学医学中心,39216-4505,Mississippi,MS,Jackson,32.332135,-90.17167
Mississippi University for Women,密西西比女子大学,39701,Mississippi,MS,Columbus,33.493305,-88.418601
Mississippi Valley State University,密西西比河谷州立大学,38941-1400,Mississippi,MS,Itta Bena,33.514142,-90.341274
Mississippi College,密西西比大学,39058,Mississippi,MS,Clinton,32.334565,-90.330452
Mississippi State University,密西西比州立大学,39762,Mississippi,MS,Mississippi State,33.455241,-88.78834
Rust College,拉斯特学院,38635,Mississippi,MS,Holly Springs,34.776862,-89.446999
Southeastern Baptist College,东南浸会学院,39440-9989,Mississippi,MS,Laurel,31.748512,-89.149373
University of Southern Mississippi,南密西西比大学,39406-0001,Mississippi,MS,Hattiesburg,31.327499,-89.33791
Tougaloo College,Tougaloo学院,39174,Mississippi,MS,Tougaloo,32.402719,-90.159405
Wesley Biblical Seminary,韦斯利圣经神,39286,Mississippi,MS,Jackson,32.355011,-90.159447
William Carey University,威廉凯大学,39401-5499,Mississippi,MS,Hattiesburg,31.305264,-89.291815
Aquinas Institute of Theology,神学的阿奎那学院,63108-3323,Missouri,MO,Saint Louis,38.635008,-90.237365
Assemblies of God Theological Seminary,神神学院大会,65802-2131,Missouri,MO,Springfield,37.224401,-93.26151
Avila University,阿维拉大学,64145-1698,Missouri,MO,Kansas City,38.912159,-94.591387
Baptist Bible College,浸会圣经学院,65803-3498,Missouri,MO,Springfield,37.239731,-93.285385
Cox College,考克斯学院,65802,Missouri,MO,Springfield,37.225116,-93.290233
Calvary Bible College and Theological Seminary,各各圣经学院和神学院,64147-1341,Missouri,MO,Kansas City,38.838169,-94.546238
Central Christian College of the Bible,圣经的中央基督教学院,65270-1997,Missouri,MO,Moberly,39.395963,-92.427259
Central Methodist University-College of Liberal Arts and Sciences,文理学院的中央卫理公会大学学院,65248-1198,Missouri,MO,Fayette,39.150534,-92.685276
University of Central Missouri,中央密苏里大学,64093,Missouri,MO,Warrensburg,38.755882,-93.737445
Cleveland University-Kansas City,克利夫兰大学堪萨斯城,66210,Kansas,KS,Overland Park,38.932019,-94.679076
Columbia College,哥伦比亚学院,65216,Missouri,MO,Columbia,38.957899,-92.326544
Conception Seminary College,构想神学院,64433-0502,Missouri,MO,Conception,40.24044,-94.682831
Concordia Seminary,协和神学院,63105-3196,Missouri,MO,Saint Louis,38.63816,-90.312041
Cottey College,Cottey学院,64772,Missouri,MO,Nevada,37.836127,-94.371311
Covenant Theological Seminary,盟约神学院,63141-8697,Missouri,MO,Saint Louis,38.643066,-90.451323
Culver-Stockton College,卡尔弗 - 斯托克顿学院,63435-1299,Missouri,MO,Canton,40.130064,-91.526682
Drury University,杜利大学,65802-3791,Missouri,MO,Springfield,37.219757,-93.285773
Eden Theological Seminary,伊甸神学院,63119-3192,Missouri,MO,Webster Groves,38.592307,-90.345605
Evangel University,播道大学,65802,Missouri,MO,Springfield,37.220956,-93.262614
Fontbonne University,芳邦大学,63105-3098,Missouri,MO,Saint Louis,38.642697,-90.315712
Forest Institute of Professional Psychology,心理学专业森林研究所,65807,Missouri,MO,Springfield,37.189914,-93.2937
Hannibal-LaGrange University,汉尼拔 - 拉格朗日大学,63401-1999,Missouri,MO,Hannibal,39.730785,-91.391423
Harris-Stowe State University,哈里斯 - 斯托州立大学,63103-2136,Missouri,MO,Saint Louis,38.631744,-90.224288
Barnes-Jewish College Goldfarb School of Nursing,护理巴恩斯犹太学院戈德法布学校,63110,Missouri,MO,Saint Louis,38.636881,-90.260648
Kansas City Art Institute,堪萨斯城艺术学院,64111-1874,Missouri,MO,Kansas City,39.046353,-94.583594
Kenrick Glennon Seminary,肯里克Glennon学院,63119-4399,Missouri,MO,Saint Louis,38.584608,-90.324024
A T Still University of Health Sciences,一件T健康科学大学还没,63501,Missouri,MO,Kirksville,40.193648,-92.589183
Lincoln University,林肯大学,65101,Missouri,MO,Jefferson City,38.564409,-92.168509
Lindenwood University,林登伍德大学,63301-1695,Missouri,MO,Saint Charles,38.788203,-90.502825
Logan University,洛根大学,63017-5529,Missouri,MO,Chesterfield,38.63133,-90.542333
Maryville University of Saint Louis,圣路易斯大学玛丽维尔,63141-7299,Missouri,MO,Saint Louis,38.645474,-90.505096
Midwestern Baptist Theological Seminary,中西部浸信会神学院,64118-4697,Missouri,MO,Kansas City,39.185691,-94.573185
Missouri Baptist University,密苏里浸会大学,63141-8698,Missouri,MO,Saint Louis,38.642017,-90.462606
Missouri Southern State University,南密苏里州立大学,64801-1595,Missouri,MO,Joplin,37.095722,-94.460893
Missouri Valley College,密苏里谷学院,65340,Missouri,MO,Marshall,39.108655,-93.190236
Missouri Western State University,密苏里西部州立大学,64507,Missouri,MO,Saint Joseph,39.7575,-94.785643
University of Missouri-Columbia,密苏里大学哥伦比亚分校,65211,Missouri,MO,Columbia,38.941015,-92.326429
University of Missouri-Kansas City,密苏里大学堪萨斯分校,64110,Missouri,MO,Kansas City,39.035366,-94.578039
Missouri University of Science and Technology,密苏里科技大学,65409,Missouri,MO,Rolla,37.955853,-91.7759
University of Missouri-St Louis,密苏里 - 圣路易斯大学,63121-4400,Missouri,MO,Saint Louis,38.711297,-90.308886
Nazarene Theological Seminary,拿撒勒神学院,64131-1246,Missouri,MO,Kansas City,39.01078,-94.566459
Truman State University,杜鲁门州立大学,63501-4221,Missouri,MO,Kirksville,40.188238,-92.580531
Northwest Missouri State University,西北密苏里州立大学,64468-6001,Missouri,MO,Maryville,40.352706,-94.884341
Ozark Christian College,欧扎克基督教学院,64801,Missouri,MO,Joplin,37.105242,-94.510906
College of the Ozarks,奥沙克学院,65726-0017,Missouri,MO,Point Lookout,36.616019,-93.238174
Park University,园大学,64152-3795,Missouri,MO,Parkville,39.189477,-94.677086
Ranken Technical College,Ranken技术学院,63113-2811,Missouri,MO,Saint Louis,38.652886,-90.249045
Rockhurst University,罗克赫斯特大学,64110-2561,Missouri,MO,Kansas City,39.030843,-94.571249
Saint Louis University,圣路易斯大学,63103-2097,Missouri,MO,Saint Louis,38.636516,-90.23343
Saint Louis Christian College,圣路易基督教学院,63033,Missouri,MO,Florissant,38.775771,-90.294569
St Louis College of Pharmacy,药房圣路易斯学院,63110-1088,Missouri,MO,Saint Louis,38.637165,-90.260357
Saint Paul School of Theology,神学的圣保罗学校,66224,Kansas,KS,Leawood,38.87979,-94.641861
Southwest Baptist University,西南浸会大学,65613-2596,Missouri,MO,Bolivar,37.601603,-93.410451
Saint Luke's College of Health Sciences,健康科学的圣路加学院,64111,Missouri,MO,Kansas City,39.05216,-94.594501
Stephens College,斯蒂芬斯学院,65215,Missouri,MO,Columbia,38.950631,-92.322997
Southeast Missouri State University,东南密苏里州立大学,63701,Missouri,MO,Cape Girardeau,37.31575,-89.529119
Missouri State University-Springfield,密苏里州立大学，斯普林菲尔德,65897,Missouri,MO,Springfield,37.197983,-93.276821
Truman Medical Center School of Nurse Anesthesia,护士麻醉杜鲁门医疗中心学校,64108,Missouri,MO,Kansas City,39.085029,-94.575771
Kansas City University of Medicine and Biosciences,医学和生物科学的堪萨斯城大学,64106-1453,Missouri,MO,Kansas City,39.107553,-94.561374
Washington University in St Louis,华盛顿大学圣路易斯,63130-4899,Missouri,MO,Saint Louis,38.648125,-90.311639
Webster University,韦伯斯特大学,63119-3194,Missouri,MO,Saint Louis,38.589269,-90.345654
Westminster College,威斯敏斯特学院,65251-1299,Missouri,MO,Fulton,38.847764,-91.954345
William Jewell College,威廉朱厄尔学院,64068-1896,Missouri,MO,Liberty,39.247848,-94.41207
William Woods University,威廉伍德大学,65251-1098,Missouri,MO,Fulton,38.857864,-91.949273
Carroll College,卡罗尔学院,59625-0002,Montana,MT,Helena,46.602202,-112.04053
Montana State University-Billings,蒙大拿州立大学比林斯,59101-0298,Montana,MT,Billings,45.796896,-108.523009
University of Great Falls,大瀑布大学,59405-4996,Montana,MT,Great Falls,47.490279,-111.270167
Montana Tech of the University of Montana,蒙大拿大学蒙大拿技术,59701-8997,Montana,MT,Butte,46.012164,-112.557
Montana State University,蒙大拿州立大学,59717,Montana,MT,Bozeman,45.666829,-111.049918
The University of Montana,蒙大拿大学,59812,Montana,MT,Missoula,46.861074,-113.98294
Montana State University-Northern,蒙大拿州立大学，北,59501,Montana,MT,Havre,48.541054,-109.686457
Rocky Mountain College,洛基山学院,59102-1796,Montana,MT,Billings,45.796765,-108.553899
Salish Kootenai College,萨利希库特奈学院,59855,Montana,MT,Pablo,47.596864,-114.107191
The University of Montana-Western,大学蒙大拿西方,59725-3598,Montana,MT,Dillon,45.208306,-112.639264
Bellevue University,贝尔维尤大学,68005-3098,Nebraska,NE,Bellevue,41.150225,-95.91764
Clarkson College,克拉克森大学,68131-2739,Nebraska,NE,Omaha,41.259201,-95.977188
Bryan College of Health Sciences,健康科学学院布赖恩,68506-1299,Nebraska,NE,Lincoln,40.796768,-96.651532
Chadron State College,查德任州立学院,69337-2690,Nebraska,NE,Chadron,42.820672,-103.002793
Concordia University-Nebraska,康考迪亚大学，内布拉斯加,68434-1556,Nebraska,NE,Seward,40.914853,-97.089054
Creighton University,克赖顿大学,68178,Nebraska,NE,Omaha,41.265325,-95.947029
Doane College-Crete,多恩学院 - 克里特岛,68333,Nebraska,NE,Crete,40.623107,-96.949656
Grace University,格雷斯大学,68108-3629,Nebraska,NE,Omaha,41.244723,-95.92789
Hastings College,黑斯廷斯学院,68901,Nebraska,NE,Hastings,40.590448,-98.373641
University of Nebraska at Kearney,内布拉斯加大学科尔尼,68849-1212,Nebraska,NE,Kearney,40.700787,-99.098237
Nebraska Methodist College of Nursing & Allied Health,护理和综合健康的内布拉斯加卫理中学,68114-2852,Nebraska,NE,Omaha,41.265973,-96.048511
Midland University,美联大学,68025,Nebraska,NE,Fremont,41.43675,-96.488354
Nebraska Christian College,内布拉斯加基督教学院,68046,Nebraska,NE,Papillion,41.12314,-96.09437
University of Nebraska at Omaha,内布拉斯加大学奥马哈,68182-0225,Nebraska,NE,Omaha,41.257746,-96.010797
University of Nebraska Medical Center,内布拉斯加大学医学中心,68198-7815,Nebraska,NE,Omaha,41.255088,-95.976346
Nebraska Wesleyan University,内布拉斯加卫斯理大学,68504-2794,Nebraska,NE,Lincoln,40.838789,-96.648414
University of Nebraska-Lincoln,内布拉斯加大学林肯分校,68588,Nebraska,NE,Lincoln,40.822272,-96.702177
Peru State College,秘鲁州立学院,68421-0010,Nebraska,NE,Peru,40.474689,-95.732731
College of Saint Mary,圣玛丽学院,68106,Nebraska,NE,Omaha,41.240879,-96.020209
Union College,联合学院,68506,Nebraska,NE,Lincoln,40.774778,-96.651095
Wayne State College,韦恩州立大学,68787,Nebraska,NE,Wayne,42.241612,-97.014241
York College,约克学院,68467-2699,Nebraska,NE,York,40.867453,-97.579285
College of Southern Nevada,南内华达学院,89146-1164,Nevada,NV,Las Vegas,36.158443,-115.233784
University of Nevada-Las Vegas,内华达大学拉斯维加斯分校,89154,Nevada,NV,Las Vegas,36.106994,-115.141153
University of Nevada-Reno,内华达州里诺大学,89557,Nevada,NV,Reno,39.549352,-119.821651
Great Basin College,大盆地学院,89801,Nevada,NV,Elko,40.84242,-115.76733
Sierra Nevada College,内华达山学院,89451,Nevada,NV,Incline Village,39.24586,-119.939523
Western Nevada College,西部内华达大学,89703-7399,Nevada,NV,Carson City,39.186158,-119.79036
Colby-Sawyer College,科尔比 - 索耶学院,03257-7835,New Hampshire,NH,New London,43.411663,-71.975805
Dartmouth College,达特茅斯学院,03755-3529,New Hampshire,NH,Hanover,43.70408,-72.289951
Franklin Pierce University,富兰克林皮尔斯大学,03461-0060,New Hampshire,NH,Rindge,42.782305,-72.057875
University of New Hampshire-School of Law,法新罕布什尔校大学,03301-4197,New Hampshire,NH,Concord,43.207371,-71.545152
New England College,新英格兰学院,3242,New Hampshire,NH,Henniker,43.177005,-71.822928
Southern New Hampshire University,南新罕布什尔大学,03106-1045,New Hampshire,NH,Manchester,43.039892,-71.453938
University of New Hampshire-Main Campus,新罕布什尔州，主校区的大学,03824-3547,New Hampshire,NH,Durham,43.134235,-70.934512
Keene State College,基恩州立学院,03435-1506,New Hampshire,NH,Keene,42.925999,-72.281433
University of New Hampshire at Manchester,新罕布什尔大学曼彻斯特,03101-1113,New Hampshire,NH,Manchester,42.990331,-71.468764
Plymouth State University,普利茅斯州立大学,03264-1595,New Hampshire,NH,Plymouth,43.757386,-71.691164
Rivier University,Rivier大学,3060,New Hampshire,NH,Nashua,42.738343,-71.455466
Saint Anselm College,圣安瑟伦学院,03102-1310,New Hampshire,NH,Manchester,42.985066,-71.508177
Granite State College,花岗岩州立学院,03301-3471,New Hampshire,NH,Concord,43.1929,-71.527241
Thomas More College of Liberal Arts,文科的托马斯·莫尔学院,3054,New Hampshire,NH,Merrimack,42.807701,-71.48364
Beth Medrash Govoha,贝丝Medrash Govoha,08701-2754,New Jersey,NJ,Lakewood,40.095461,-74.220777
Bloomfield College,布卢姆菲尔德学院,7003,New Jersey,NJ,Bloomfield,40.794218,-74.19593
Caldwell College,考德威尔学院,07006-6195,New Jersey,NJ,Caldwell,40.834285,-74.273697
Centenary College,森坦那瑞大学,7840,New Jersey,NJ,Hackettstown,40.848693,-74.832775
Cooper Health System Center for Allied Health Education,库珀卫生系统中心联盟的健康教育,8103,New Jersey,NJ,Camden,39.941522,-75.116469
Drew University,德鲁大学,7940,New Jersey,NJ,Madison,40.757026,-74.425825
Fairleigh Dickinson University-Metropolitan Campus,菲尔莱狄更斯大学，大都会校园,7666,New Jersey,NJ,Teaneck,40.896162,-74.030023
Felician College,Felician学院,7644,New Jersey,NJ,Lodi,40.867272,-74.096452
Fairleigh Dickinson University-College at Florham,菲尔莱狄更斯大学，学院在弗洛厄姆,7940,New Jersey,NJ,Madison,40.777364,-74.435359
Georgian Court University,格鲁吉亚法院大学,08701-2697,New Jersey,NJ,Lakewood,40.098706,-74.22622
Rowan University,罗文大学,8028,New Jersey,NJ,Glassboro,39.709768,-75.117974
New Jersey City University,新泽西城市大学,7305,New Jersey,NJ,Jersey City,40.709937,-74.08727
